id,name,country,sitename,latitude,longitude,collector,collectiondate,CS_number
7660,DM2.54,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7661,DM2.57,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7662,DM2.58,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7663,DM2.60,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7664,DM2.61,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7665,DM2.62,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7666,DM2.63,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7667,DM2.64,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7668,DM2.67,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7669,DM2.68,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7670,DM2.69,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7671,DM2.70,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7672,DM2.72,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7673,DM2.73,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7674,DM2.74,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7675,DM2.75,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7676,DM2.76,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7677,DM2.78,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7678,DM2.79,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7679,DM2.80,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7680,DM2.81,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7681,DM2.82,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7682,DM2.83,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7683,DM2.84,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7684,DM2.85,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7685,DM2.86,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7686,DM2.87,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7687,DM2.88,USA,DM,41.1892,-87.1094,Megan Dunning,2005-04-29 00:00:00,
7565,627ME-12Y1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7566,627ME-13Y1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,CS78367
7567,627ME-1B1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7568,627ME-1MI1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,CS79024
7569,627ME-3MI1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7570,627ME-4MI1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7571,627ME-4Y1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7572,627ME-7B3,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7573,627ME-7B4,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7574,627ME-7B5,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7575,627ME-7B6,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7576,627ME-7B7,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7577,627ME-7B8,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-06-27 00:00:00,
7788,ME1.21,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7789,ME1.35,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7790,ME1.45,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7791,ME1.56,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7792,ME1.78,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7793,ME2.26,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7794,ME2.38,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7795,ME2.48,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7796,ME2.58,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7797,ME2.68,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-04-16 00:00:00,
7798,ME3.01,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7799,ME3.02,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7800,ME3.03,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7801,ME3.04,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7802,ME3.05,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7803,ME3.06,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7804,ME3.07,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7805,ME3.09,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7806,ME3.10,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7807,ME3.11,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7808,ME3.12,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7809,ME3.13,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7810,ME3.14,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7811,ME3.15,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7812,ME3.16,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7813,ME3.17,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7814,ME3.18,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7815,ME3.19,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7816,ME3.20,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7817,ME3.21,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7818,ME3.22,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7819,ME3.23,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7820,ME3.24,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7821,ME3.25,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7822,ME3.26,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7823,ME3.27,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7824,ME3.28,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7825,ME3.29,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7826,ME3.30,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7827,ME3.31,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7828,ME3.32,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7829,ME3.33,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7830,ME3.34,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7831,ME3.35,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7832,ME3.36,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7833,ME3.37,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7834,ME3.38,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7835,ME3.39,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7836,ME3.40,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7837,ME3.41,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7838,ME3.42,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7839,ME3.43,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7840,ME3.44,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7841,ME3.45,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7842,ME3.46,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7843,ME3.47,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7844,ME3.48,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7845,ME3.49,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7846,ME3.50,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7847,ME3.51,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7848,ME4.01,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7849,ME4.02,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7850,ME4.03,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7851,ME4.04,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7852,ME4.05,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7853,ME4.06,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7854,ME4.07,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7855,ME4.08,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7856,ME4.09,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7857,ME4.10,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7858,ME4.11,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7859,ME4.12,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7860,ME4.13,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7861,ME4.14,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7862,ME4.15,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7863,ME4.16,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7864,ME4.17,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7865,ME4.18,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7866,ME4.19,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7867,ME4.20,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7868,ME4.21,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7869,ME4.22,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7870,ME4.23,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7871,ME4.24,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7872,ME4.25,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7873,ME4.26,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7874,ME4.27,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7875,ME4.28,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7876,ME4.29,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7877,ME4.30,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7878,ME4.31,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7879,ME4.32,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7880,ME4.33,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7881,ME4.34,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7882,ME4.35,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7883,ME4.36,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7884,ME4.37,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7885,ME4.38,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7886,ME4.39,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7887,ME4.40,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7888,ME4.41,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7889,ME4.42,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7890,ME4.43,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7891,ME4.44,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7892,ME4.45,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7893,ME4.46,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7894,ME4.47,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7895,ME4.48,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7896,ME4.49,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
7897,ME4.50,USA,ME (Benton Harbor),42.093,-86.359,Megan Dunning,2005-05-12 00:00:00,
8528,328ME001,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8529,328ME002,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8530,328ME003,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8531,328ME004,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8532,328ME005,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8533,328ME006,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8534,328ME007,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8535,328ME008,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8536,328ME009,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8537,328ME010,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8538,328ME011,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8539,328ME012,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8540,328ME013,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8541,328ME014,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8542,328ME015,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8543,328ME016,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8544,328ME017,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8545,328ME018,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8546,328ME019,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8547,328ME020,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8548,328ME021,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8549,328ME022,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8550,328ME023,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8551,328ME024,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8552,328ME025,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8553,328ME028,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8554,328ME029,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8555,328ME030,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8556,328ME031,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8557,328ME032,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8558,328ME033,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8559,328ME034,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8560,328ME035,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8561,328ME036,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8562,328ME037,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8563,328ME038,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8564,328ME039,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8565,328ME040,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8566,328ME041,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8567,328ME042,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8568,328ME043,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8569,328ME044,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8570,328ME045,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8571,328ME046,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8572,328ME047,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8573,328ME048,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8574,328ME049,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8575,328ME050,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8576,328ME051,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8577,328ME052,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8578,328ME053,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8579,328ME054,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8580,328ME055,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8581,328ME056,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8582,328ME057,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8583,328ME058,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8584,328ME059,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8585,328ME060,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8586,328ME061,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8587,328ME062,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8588,328ME063,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8589,328ME064,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8590,328ME065,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8591,328ME066,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8592,328ME067,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8593,328ME068,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8594,328ME069,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8595,328ME070,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8596,328ME071,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8597,328ME075,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8598,328ME076,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8599,328ME077,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8600,328ME078,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8601,328ME081,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8602,328ME082,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8603,328ME083,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8604,328ME084,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8605,328ME085,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8606,328ME086,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8607,328ME087,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-03-28 00:00:00,
8608,11ME1.23,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8609,11ME1.28,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8610,11ME1.32,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8611,11ME1.33,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8612,11ME1.34,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8613,11ME1.36,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8614,11ME1.37,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8615,11ME1.40,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8616,11ME1.41,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8617,11ME1.42,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8618,11ME1.43,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8619,11ME1.44,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8620,11ME1.47,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8621,11ME1.48,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8622,11ME1.51,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8623,1130ME1.52,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-30 00:00:00,
8624,1130ME1.53,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-30 00:00:00,
8625,11ME1.54,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8626,11ME1.55,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8627,11ME1.56,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8628,11ME2.1,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8629,11ME2.10,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8630,11ME2.11,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8631,11ME2.12,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8632,11ME2.14,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8633,11ME2.16,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8634,11ME2.17,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
8635,11ME2.18,USA,ME (Benton Harbor),42.093,-86.359,Justin Borevitz,2006-11-11 00:00:00,
